stock_id,出表日期,公司名稱,公司簡稱,外國企業註冊地國,產業別,住址,營利事業統一編號,董事長,總經理,發言人,發言人職稱,代理發言人,總機電話,成立日期,上市日期,普通股每股面額,實收資本額,私募股數,特別股,編制財務報表類型,股票過戶機構,過戶電話,過戶地址,簽證會計師事務所,簽證會計師1,簽證會計師2,英文簡稱,英文通訊地址,傳真機號碼,電子郵件信箱,網址
2501,109/10/25,國泰建設股份有限公司,國建,－ ,建材營造,台北市敦化南路二段218號2樓,3374306,張清櫆,李虹明,林清樑,副總經理,羅宥騏,223779968,19641201,19671028,新台幣                 10.0000元,11595610590,0,0,1,國泰建設財務組(股務),223779968,台北市敦化南路二段218號2樓,安永聯合會計師事務所,徐榮煌,黃建澤,CATHAY RED,"218,SEC.2,Tun Hwa South Road,Taipei,Taiwan,R.O.C.",223778399,service@cathay-red.com.tw,www.cathay-red.com.tw
2504,109/10/25,國產建材實業股份有限公司,國產,－ ,建材營造,台北市內湖區新湖一路8號7樓,24060203,徐蘭英,徐蘭英,邱隋益,副總經理,張介堂,87928088,19541130,19780314,新台幣                 10.0000元,11800000000,0,0,1,元大證券股份有限公司,02-25865859,台北市大同區承德路三段210號地下一樓,安永聯合會計師事務所,余倩如,許新民,GBM,"7F.,No.8,Xinhu 1st  Rd.,Neihu Dist.,Taipei,Taiwan.114,R.O.C.",87928566,0,www.gdc.com.tw
2505,109/10/25,國揚實業股份有限公司,國揚,－ ,建材營造,台北市忠孝東路4段555號18樓,11603817,林子寬,彭邵齡,王正怡,財務處協理,鄭雲梯,25000808,19720602,19791114,新台幣                 10.0000元,6965824790,0,0,1,福邦證券(股)股務代理部,(02)2371-1658,台北市中正區忠孝西路一段6號6樓,資誠聯合會計師事務所,蕭春鴛,王方瑜,ky,"16F NO 49 Min Sheng E Rd, Sec 3,TAIPEI CITY",25182987,N,www.kycc.com.tw
2506,109/10/25,太平洋建設股份有限公司,太設,－ ,建材營造,台北市信義區光復南路495號,11099009,柳逸義,陳清暉,陳清暉,總經理,黃德馨,02-27225051,19670614,19800202,新台幣                 10.0000元,3870000000,86499581,0,1,太平洋建設股份有限公司股務室,02-27227686,台北市信義區光復南路495號地下一樓,安侯建業聯合會計師事務所,陳宗哲,賴麗真,PCC,"No. 495 Guangfu South Road,Xinyi DistrictTAIPEI, TAIWAN, R.O.C.",02-27227600,stock@mail.pacific-group.com.tw,www.pacific-group.com.tw
2509,109/10/25,全坤建設開發股份有限公司,全坤建,－ ,建材營造,台北市內湖區新湖二路329號6樓,4921056,李勇毅,江清峰,韋建玲,稽核經理,陶培敏,02-87918888,19730127,19880520,新台幣                 10.0000元,2245505300,0,0,1,群益金鼎證券(股)公司股務代理部,02-27035000,台北巿敦化南路2段97號B2,安侯建業聯合會計師事務所,陳宗哲,賴麗貞,CHAINQUI,"6FL,. NO.329, Shinhu  2ad  Rd., Neihu  Chiu,Taipei  City, Taiwan 114, R,O,C",02-87918990,hhh@mail.gtg.com.tw,www.gtg.com.tw
2511,109/10/25,太子建設開發股份有限公司,太子,－ ,建材營造,臺南市東區中華東路1段398號8樓,72058206,羅智先,謝明汎,謝明汎,總經理,戴大昌；林俊良,(06)282-1155,19730920,19910424,新台幣                 10.0000元,16233261470,0,0,1,統一綜合證券股份有限公司,(02)2747-8266,台北市東興路8號地下一樓,資誠聯合會計師事務所,田中玉,吳建志,PHD,"8F., No.398, Sec. 1, Zhonghua E. Rd.,East Dist.,Tainan City 701,Taiwan(R.O.C)",(06)235-1155,phd@prince.com.tw,www.prince.com.tw
2514,109/10/25,龍邦國際興業股份有限公司,龍邦,－ ,其他,台北市中正區忠孝西路一段50號9樓,22817273,邵明斌,邵明斌,林尚良,副總經理,待指派,(02)23756595,19880122,19920926,新台幣                 10.0000元,3947292780,0,0,1,元大證券股份有限公司股務代理部,(02)25865859,10366 台北市大同區承德路三段210號B1,安侯建業聯合會計師事務所,張淑瑩,吳美萍,LONG BON,"9F., No.50, Sec. 1, Zhongxiao W. Rd., Zhongzheng Dist.,Taipei City 100, Taiwan (R.O.C.)",(02)23756326,080@longbon.com.tw,http://www.longbon.com.tw
2515,109/10/25,中華工程股份有限公司,中工,－ ,建材營造,北市松山區東興路12號6樓,75094900,朱蕙蘭,朱蕙蘭,程安慈,協理,蘇育民,02-87876687,19500901,19930302,新台幣                 10.0000元,15308998220,0,0,1,統一證券〈股〉公司股務代理部,02-27463797,台北市東興路8號B1樓,勤業眾信聯合會計師事務所,李東峰,黃堯麟,BES,"B1,6F,NO.12,Tunghsin RD.Taipei city,R.O.C",02-87876987,besbs0@bes.com.tw,www.bes.com.tw
2516,109/10/25,新亞建設開發股份有限公司,新建,－ ,建材營造,臺北市八德路四段760號15-16樓,11762504,鄒宏基,朱台森,陳柏仲,協理,陳相任,(02)2528-8008,19671204,19930525,新台幣                 10.0000元,2262784570,0,0,1,凱基證券(股)公司,(02)2389-2999,臺北市重慶南路一段二號五樓,安侯建業聯合會計師事務所,陳宗哲,張淑瑩,New Asia,"15-16Fl.,No.760,Sec.4,Bade Rd.,Sungshan Chiu,Taipei,Taiwan 105,R.O.C.",(02)2747-7473,stock@newasia.com.tw,http://www.newasia.com.tw/
2520,109/10/25,冠德建設股份有限公司,冠德,－ ,建材營造,台北市大安區和平東路三段131號2樓,30900892,馬志綱,洪錦欽,張勝安,副總經理,張淑蓮,(02)2378-6789,19791123,19931027,新台幣                 10.0000元,5037910000,0,0,1,中國信託商業銀行代理部,(02)6636-5566,100台北市重慶南路一段83號5樓,安侯建業聯合會計師事務所,韓沂璉,簡蒂暖,KINDOM,"2F., No. 131, Sec. 3, Heping E. Rd., Da'an Dist.Taipei City , Taiwan (R.O.C.)",(02)2739-6710,grace_fan@kindom.com.tw,http://www.kindom.com.tw
2524,109/10/25,京城建設股份有限公司,京城,－ ,建材營造,高雄市左營區博愛二路150號16樓,6667446,蔡天贊,陳添進,周敬恆,協理,陳瑞俐,07-5586368,19850913,19941018,新台幣                 10.0000元,3748463720,0,0,1,台新國際商業銀行股務代理部,02-25048125,台北市建國北路一段96號地下一樓,信永中和聯合會計師事務所,莊淑媛,張瑞玲,KTC,"16F., No.150, Bo'ai 2nd Rd., Zuoying Dist.Kaohsiung, Taiwan, R.O.C.",07-5572111,bruce@kingtown.com.tw,http://www.kingtown.com.tw/
2527,109/10/25,宏璟建設股份有限公司,宏璟,－ ,建材營造,台北市基隆路一段420號10樓,22344508,簡文祥,周家佩,簡文祥,董事長,"周家佩,陳芳瑩",2691-5899,19861219,19950306,新台幣                 10.0000元,2703060000,0,0,1,富邦綜合證券股份有限公司,23611300,北市100中正區許昌街17號2樓,勤業眾信會計師事務所,鄭旭然,林旺生,Hung Ching,"10th Fl., 420, Keelung rd., Sec. 1,Taipei, Taiwan, R.O.C.",2691-5193,cherry@asehome.com,http://www.asehcc.com.tw
2528,109/10/25,皇普建設股份有限公司,皇普,－ ,建材營造,桃園市桃園區文中路747號6樓,81271967,蘇永平,蘇永平,許連晉,財務部經理,唐如鈺,03-2171111,19850117,19950310,新台幣                 10.0000元,2770854090,95000000,0,2,福邦證券股份有限公司,(02)2371-1658,台北市中正區忠孝西路一段6號6樓,立本台灣聯合會計師事務所,王慕凡,鄧欣珊,CROWELL,"6F., No.747, Wenzhong Rd., Taoyuan Dist.Taoyuan City 330, Taiwan (R.O.C.)",03-2172222,spokesman@crowell.com.tw,http://crowell.com.tw
2530,109/10/25,大華建設股份有限公司,華建,－ ,建材營造,台北市內湖區成功路五段460號16樓,11059409,鄭斯聰,吳裕國,李俊賢,營業及工程管理部副總,簡玲菁,022632-8877,19601228,19951012,新台幣                 10.0000元,2707524660,0,0,1,中國信託商業銀行代理部,02-66365566,台北市重慶南路一段八三號五樓,信永中和聯合會計師事務所,陳光慧,姚毓琳,DELPHA,"16FL.,NO.460,SEC.5,Chenggund RD,Neihu chiu.Taipei,Taiwan,R.O.C.",022633-8755,service@delpha.com.tw,www.delpha.com.tw
2534,109/10/25,宏盛建設股份有限公司,宏盛,－ ,建材營造,台北市民生東路三段156號19樓之5,22221180,林新欽,陸永富,陳育德,經理,李禾汎,2719-9999,19860709,19960212,新台幣                 10.0000元,5927849620,0,0,1,群益金鼎證券(股)公司股務代理部,27023999,台北市大安區敦化南路二段97號B2,勤業眾信聯合會計師事務所,鄭旭然,陳麗琦,HSC,"19F.-5, No.156, Sec. 3, Minsheng E. Rd.,TAIPEI, TAIWAN, R.O.C",2546-4577,hsc@hsc.com.tw,http://www.hsc.com.tw
2535,109/10/25,達欣工程股份有限公司,達欣工,－ ,建材營造,台北市大安區敦化南路二段92號9樓,18997007,王人正,執行長：廖肇邦,陳士修,副總經理,許維貞,(02)27062929,19670213,19960311,新台幣                 10.0000元,3211855950,0,0,1,日盛證券股份有限公司,(02)2541-9977,台北市中山區南京東路二段85號7樓,勤業眾信聯合會計師事務所,趙永祥,張清福,DA-CIN,"9TH FL,NO92,SECTION 2,TUN-HWA SOUTH ROADTAIPEI,TAIWAN",(02)27081317,cm10023@dacin.com.tw,www.dacin.com.tw
2536,109/10/25,宏普建設股份有限公司,宏普,－ ,建材營造,台北市大安區敦化南路二段71號21樓,23113054,段津華,段津華,詹俊炫,稽核經理,劉寶姝,(02)2755-2662,19881005,19960314,新台幣                 10.0000元,3328086520,0,0,1,元大證券股份有限公司,(02)2586-5859,台北市承德路三段210號 B1,安侯建業聯合會計師事務所,莊鈞維,王清松,Hong Pu,"21F., No. 71, Ses. 2, Dunhua S. Rd., Da'an Dist.,Taipei City 106, Taiwan ( R.O.C.)",(02)2708-2581,floyd@hong-pu.com.tw,www.hong-pu.com.tw
2537,109/10/25,聯上開發股份有限公司,聯上發,－ ,建材營造,台北市信義區忠孝東路五段68號36樓,22659295,蘇永義,李志明,李志明,總經理,曾金卿,27229898,19870819,19960906,新台幣                 10.0000元,3005577950,0,0,2,元大證券股份有限公司股務代理部,25865859,台北市承德路三段210號地下一樓,安侯建業聯合會計師事務所,陳宗哲,池世欽,WE & WIN,"36F., NO.68, SEC. 5 Jhongsiao E. Rd., Sinyi DistrictTaipei,Taiwan, R.O.C.",27220300,3623@5v.com.tw,www.5v.com.tw
2538,109/10/25,基泰建設股份有限公司,基泰,－ ,建材營造,台北市中正區衡陽路五十一號十樓,12251662,陳世銘,馮先勉,林家正,會計部經理,程慈,23830666,19791107,19961101,新台幣                 10.0000元,4384487640,0,0,1,中國信託代理部,(02)6636-5566,台北市重慶南路一段八十三號五樓,安永聯合會計師事務所,黃建澤,楊智惠,KeeTai,"10F,NO.51,HERNGYANG ROAD,TAIPEI CITYTaipei R.O.C",23830222,kt104@thekeetai.com.tw,www.keetai.com.tw
2539,109/10/25,櫻花建設股份有限公司,櫻花建,－ ,建材營造,台中市西區臺灣大道二段239號4樓,22491640,陳正釭,陳世英,陳世英,總經理,沈淑貞,(04)36005800,19870502,19970716,新台幣                 10.0000元,5566798120,0,0,2,中國信託商業銀行代理部,(02)66365566,台北市重慶南路一段83號5樓,立本台灣聯合會計師事務所,張宜鈞,鄧欣珊,SAKURAD,"4F., No.239, Sec.2,Taiwan Blvd., West District,Taichung City 403, Taiwan (R.O.C.)",(04)36005799,saku.great@msa.hinet.net,www.sakurad.com.tw
2540,109/10/25,愛山林建設開發股份有限公司,愛山林,－ ,建材營造,台北市大安區忠孝東路四段166號11樓之2,22190686,祝文宇,張境在,張境在,總經理,徐永仁,(02)8773-6688,19860906,19891226,新台幣                 10.0000元,1466000000,0,0,1,統一綜合證券(股)公司股務代理部,(02)2746-3797,台北市松山區東興路8號地下1樓,安侯建業聯合會計師事務所,張淑瑩,韓沂璉,JSL,"11F.-2, No.166, Sec. 4, Jhongsiao E. Rd., Taipei City 10688, Taiwan(R.O.C.)Taipei 106, Taiwan, R.O.C.",(02)8773-6689,amma@mail.jsl.com.tw,http://www.isanlin.com.tw/test/file.asp
2542,109/10/25,興富發建設股份有限公司,興富發,－ ,建材營造,台北市中山區樂群二路267號10樓,12305479,鄭志隆,范華軍,廖昭雄,開發部副總經理,王素月,(02)2755-5899,19800123,19990503,新台幣                 10.0000元,12832916270,0,0,1,群益金鼎證券(股)公司股務代理部,(02)2702-3999,106台北市大安區敦化南路二段97號地下二樓,安侯建業聯合會計師事務所,韓沂璉,簡蒂暖,Highwealth,"10F., No.267, Lequn 2nd RdTaipei 104,Taiwan,R.O.C",(02)2755-5988,karen@highwealth.com.tw,http://www.highwealth.com.tw/
2543,109/10/25,皇昌營造股份有限公司,皇昌,－ ,建材營造,台北市中正區重慶南路3段180號,34342717,江程金,黃重雷,劉昭龍,副總經理,官心惠,2792-2988,19810216,19991015,新台幣                 10.0000元,2419837880,0,0,1,元富證券股份有限公司,(02)2768-6668,台北市105松山區光復北路11巷35號地下一樓,霈昇聯合會計師事務所,林憲章,吳瑞卿,HWANG CHANG,"No.180, Sec. 3, Chongcing S. Rd.,Taipei,Taiwan,R.O.C",2792-8399,pr@hcgc.com.tw,www.hcgc.com.tw
2545,109/10/25,皇翔建設股份有限公司,皇翔,－ ,建材營造,台北市博愛路38號8樓,86379024,廖年吉,廖宇祥,游玉華,財務部副總,王繼華,23882898,19911206,20000911,新台幣                 10.0000元,3277348080,0,0,1,元大證券股份有限公司,25865859,台北市承德路3段210號B1、B2,安侯建業聯合會計師事務所,曾國禓,簡蒂暖,HUANG HSIANG,"8FL,NO.38,BO AI  ROAD,TAIPEI,R.O.C",23896999,contact@hhe.com.tw,www.hhe.com.tw
2546,109/10/25,根基營造股份有限公司,根基,－ ,建材營造,106台北市和平東路三段131號6樓,43876760,袁藹維,黃慧仁,黃慧仁,總經理,范錦華,(02)2378-6789,19820413,20000911,新台幣                 10.0000元,1060356600,0,0,1,中國信託商業銀行代理部,(02)6636-5566,100台北市重慶南路一段83號5樓,安侯建業聯合會計師事務所,韓沂璉,簡蒂暖,KEDGE,"6F,#131 3SEC. HOPING E.RD.TAIPEI,TAIWAN,R.O.C.",(02)2739-6710,grace_fan@kindom.com.tw,http://www.kedge.com.tw
2547,109/10/25,日勝生活科技股份有限公司,日勝生,－ ,建材營造,台北市大同區市民大道一段209號14樓,12373243,林榮顯,沈景鵬,陳婷婷,協理,林士豪,(02)7733-8888,19820326,20001222,新台幣                 10.0000元,9000946490,0,0,1,凱基證券股份有限公司,(02)2389-2999,台北市重慶南路一段2號5樓,勤業眾信聯合會計師事務所,龔則立,劉水恩,RADIUM,"14FL., No.209, Sec. 1, Civic Blvd., Datong Dist.,Taipei, Taiwan, R.O.C.",(02)2559-5188,line@radium.com.tw,http://www.radium.com.tw
2548,109/10/25,華固建設股份有限公司,華固,－ ,建材營造,台北市信義路四段456號7樓,23358846,鍾榮昌,洪嘉昇,劉若梅,財務長,姚秀琴.楊康平,2758-2828,19890406,20020826,新台幣                 10.0000元,2768127260,0,0,1,台新國際商業銀行股務代理部,2504-8125,台北市建國北路一段96號B1,資誠聯合會計師事務所,王方瑜,林瑟凱,HUAKU　　,"7F, No.456, Sec.4, Xinyi Rd.,　　Taipei , Taiwan , R.O.C.",2729-2687,susan@huaku.com.tw,www.huaku.com.tw
2597,109/10/25,潤弘精密工程事業股份有限公司,潤弘,－ ,建材營造,台北市中山區八德路二段308號10樓,66394146,賴士勳,莫惟瀚,莫惟瀚,總經理,賴士勳,02-81619999,19751103,20100326,新台幣                 10.0000元,1350000000,0,0,1,本公司股務,81617999,台北市中山區八德路二段308號12樓,資誠聯合會計師事務所,王照明,徐明釧,REC,"10FL., No.308, Sec. 2, Bade Rd., Jhongshan District, Taipei City 104, TaiwanRepublic of China",02-81619988,cmc@mail.ruentex.com.tw,www.rtc.com.tw/index.aspx
2601,109/10/25,益航股份有限公司,益航,－ ,貿易百貨,台北市復興南路二段237號14樓,3353007,郭人豪,郭人豪,黎世明,財務長,林燕玲,27069911,19631008,19651104,新台幣                 10.0000元,6308831500,0,0,1,凱基證券股份有限公司,(02)2389-2999,台北市中正區重慶南路一段2號5樓,安侯建業聯合會計師事務所,張淑瑩,賴麗真,FSC,"14th Fl., No.237, Fuhsing S. Rd.,Sec. 2Taipei, Taiwan, R.O.C",27069922,firsteam@firsteam.com.tw,www.firsteam.com.tw
2603,109/10/25,長榮海運股份有限公司,長榮,－ ,航運業,台北市中山區民生東路二段166號,11337775,張衍義,謝惠全,謝惠全,總經理,吳光輝,(02)2505-7766,19680925,19870921,新台幣                 10.0000元,48129737860,0,0,1,股務部,(02)2500-1668,台北市中山區民生東路二段166號2樓,資誠聯合會計師事務所,李秀玲,支秉鈞,EMC,"NO.166 , SEC.2 , MINSHENG EAST ROADTAIPEI , TAIWAN , R.O.C",(03)351-0973,public@evergreen-marine.com,www.evergreen-marine.com
2605,109/10/25,新興航運股份有限公司,新興,－ ,航運業,台北市大安區復興南路一段368號14樓,11812103,許積皋,許積皋,李義仁,副總經理,陳蘭芳,02-27037055,19680227,19891208,新台幣                 10.0000元,5853532970,0,0,1,中國信託商業銀行代理部,02-66365566,台北市重慶南路一段83號5樓,資誠聯合會計師事務所,翁世榮,林一帆,SNC,"14F, No.368 , FU HSING SOUTH ROAD,SECTION 1.TAIPEI, TAIWAN, R.O.C.",02-27003374,snctpe@snc.com.tw,http://www.snc.com.tw/
2606,109/10/25,裕民航運股份有限公司,裕民,－ ,航運業,台北市敦化南路二段207號29樓,47067419,徐旭東,王書吉,張宗良,副總經理,陳長生,(02)27338000,19680829,19901208,新台幣                 10.0000元,8450557120,0,0,1,亞東證券股份有限公司,-277531699,新北市板橋區新站路16號13樓,勤業眾信聯合會計師事務所,李振銘,王儀雯,U-MING,"29TH FL.,TAIPEI METRO TOWER,207,SEC.2,TUN HWA S.RD.TAIPEI 106,TAIWAN,REPUBLIC OF CHINA",(02)27359900,uming@metro.feg.com.tw,http://www.uming.com.tw
2607,109/10/25,長榮國際儲運股份有限公司,榮運,－ ,航運業,桃園市桃園區經國路899號,4406559,陳義忠,林晁榮,林晁榮,總經理,陳成邦,03-3252060,19731005,19901214,新台幣                 10.0000元,10671410940,0,0,1,長榮國際儲運股份有限公司股務部,02-25001668,台北市中山區民生東路二段166號2樓,資誠聯合會計師事務所,李秀玲,支秉鈞,EITC,"899, CHING KUO ROAD,TAOYUAN DIST., TAOYUAN CITY, TAIWAN",03-3462009,mgt@evergreen-eitc.com.tw,www.evergreen-eitc.com.tw
2608,109/10/25,嘉里大榮物流股份有限公司,嘉里大榮,－ ,航運業,台北市中正區新生南路一段50號14樓,51015548,沈宗桂,營運總處：張國典; 財務暨行政總處：阮慧雯,阮慧雯,財務暨行政總處總經理,胡明昌,02-33226888,19591221,19901220,新台幣                 10.0000元,4670004980,0,0,1,永豐金證券股份有限公司,02-23816288,台北市博愛路17號3樓,勤業眾信聯合會計師事務所,曾棟鋆,徐文亞,Kerry TJ,"14F., No.50, Sec. 1, Xinsheng S. Road,TAI-PEI,TAIWAN,R.O.C",02-33226777,investor@kerrytj.com,http://www.kerrytj.com
2609,109/10/25,陽明海運股份有限公司,陽明,－ ,航運業,基隆市七堵區明德一路271號,4200199,鄭貞茂,待董事會決議,史美琦,副總經理,何秀綺,02-2455-9988,19721229,19920420,新台幣                 10.0000元,26013357280,697394379,0,1,凱基證券股份有限公司,02-2389-2999,台北市中正區重慶南路一段2號5樓,勤業眾信聯合會計師事務所,鄭欽宗,洪玉美,YMTC,"271 Ming De 1st Road, ChiduKeelung Taiwan 206, R.O.C.",02-2455-9988,cs@yangming.com,http://www.yangming.com/
2610,109/10/25,中華航空股份有限公司,華航,－ ,航運業,桃園市大園區航站南路一號,11145904,謝世謙,謝世謙,陳奕傑,副總經理,林恒杉,(03)399-8888,19590907,19930226,新台幣                 10.0000元,54209846500,0,0,1,中國信託商業銀行代理部,(02)6636-5566,台北市中正區重慶南路一段83號5樓,勤業眾信聯合會計師事務所,黃瑞展,鄭旭然,CAL,"No.1, Hangqin S. Rd.,Dayuan Dist., Taoyuan City, Taiwan R.O.C",(03)399-8313,tpeprci@china-airlines.com,http://www.china-airlines.com
2611,109/10/25,志信國際股份有限公司,志信,－ ,航運業,台北市中山區建國北路二段33號12樓,33853232,黃春發,王勝雄,江文隆,財務長,林燕文,(02)2509-0036,19731115,19931028,新台幣                 10.0000元,1729942470,0,0,1,統一綜合證券股份有限公司,(02)2746-3797,台北市松山區東興路８號Ｂ１樓,勤業眾信聯合會計師事務所,陳致源,黃堯麟,TSI,"12F., No.33, Sec. 2, Jianguo N. Rd., Zhongshan Dist.,Taipei City 104, Taiwan (R.O.C.)",(02)2500-7894,tstcomp@tsgroup.com.tw,www.tsgroup.com.tw
2612,109/10/25,中國航運股份有限公司,中航,－ ,航運業,台北市濟南路一段15號9樓,43778070,彭士孝,戴聖堅,唐邦正,協理,孫賢中,(02)23963282,19780131,19941020,新台幣                 10.0000元,1974845930,0,0,1,凱基證券股份有限公司,(02)23148800,台北市重慶南路一段二號五樓,安侯建業聯合會計師事務所,區耀軍,羅瑞蘭,CMT,"9TH., 15, CHI-NAN ROAD, SEC. 1TAIPEI TAIWAN",(02)23513082,cmt@agcmt.com.tw,http://www.cmt.tw
2613,109/10/25,中國貨櫃運輸股份有限公司,中櫃,－ ,航運業,新北市汐止區大同路三段二七五號,39014517,林宏年,吳清泉,蔡德新,副總經理,陳政宏,(02)86482211,19691127,19950120,新台幣                 10.0000元,1484234580,0,0,1,中國信託商業銀行代理部,(02)66365566,台北市重慶南路一段83號5樓,資誠聯合會計師事務所,阮呂曼玉,徐永堅,CCTC,"275,tatung road,sec.3,hsichihTaipei Hsien,Taiwan,Republic of China",(02)26491298,cctc@gcn.net.tw,http://www.cctcorp.com.tw
2614,109/10/25,東森國際股份有限公司,東森,－ ,貿易百貨,台北市復興南路一段368號8樓,4964250,廖尚文,廖尚文,鄭應娜,副總經理,呂正果,2755-7565,19750514,19950923,新台幣                 10.0000元,5567898890,0,0,1,統一綜合證券(股)公司股務代理部,2746-3797,台北市松山區東興路8號地下一樓,安侯建業聯合會計師事務所,池世欽,陳宗哲,EMIC,"8F,NO.368 FU HSING S. RD., SEC.1TAIPEI, TAIWAN 106",2702-8079,emic@emic.com.tw,http://www.emic.com.tw
2615,109/10/25,萬海航運股份有限公司,萬海,－ ,航運業,台北市松江路136號10樓,11395000,久福花園股份有限公司,謝福隆,蘇麗梅,代協理,謝福隆,02-25677961,19650224,19960516,新台幣                 10.0000元,22182974660,0,0,1,華南永昌綜合證券(股)公司股務部,02-27186425,台北市民生東路四段54號4樓,安侯建業聯合會計師事務所,郭柔蘭,江忠儀,WANHAI,"10TH FL,136 SUNG CHIANG RD.TAIPEI,TAIWAN, R.O.C",02-25216000,laura_su@wanhai.com,www.wanhai.com.tw
2616,109/10/25,山隆通運股份有限公司,山隆,－ ,油電燃氣業,新北市板橋區民生路一段1-2號1樓,33983853,鄭人豪,俞蘭輝,俞蘭輝,總經理,楊佳峰,(02)29599611,19760406,19971108,新台幣                 10.0000元,1372818270,0,0,1,山隆通運股份有限公司,(02)22225131,新北市板橋區民生路一段3號3樓,安侯建業聯合會計師事務所,羅瑞蘭,區耀軍,SLC,"1th FLOOR NO.1-2,DWC.1 MN-SHENG RD.PANCHIAO CITY,TAIPEI COUNTY,TAIWAN,R.O.C",(02)29599441,mlchuang@slc.com.tw,www.slc.com.tw
2617,109/10/25,台灣航業股份有限公司,台航,－ ,航運業,台北市濟南路二段29號2~6樓,3564713,劉文慶,仇忠林,仇忠林,總經理,王惠如,02-23941769,19460701,19980624,新台幣                 10.0000元,4172944870,0,0,1,台新國際商業銀行股務代理部,02-25048125,台北市建國北路一段96號地下一樓,勤業眾信聯合會計師事務所,黃惠敏,葉淑娟,TAIWANLINE,"2-6FL,NO.29, SEC.2,CHI NAN ROADTAIPEI, TAIWAN,R.O.C.",02-23970640,tnctpe@taiwanline.com.tw,http://www.taiwanline.com.tw
2618,109/10/25,長榮航空股份有限公司,長榮航,－ ,航運業,桃園市蘆竹區新南路一段376號,23225229,林寶水,孫嘉明,陳耀銘,公共關係室副總經理,林司忠,03-3515151,19890407,20010917,新台幣                 10.0000元,48535694900,0,0,1,長榮航空股務部,02-2500-1668,台北市民生東路二段166號2樓,安侯建業聯合會計師事務所,唐嘉鍵,蘇彥達,EVAAIR,"NO.376,SEC.1,HSIN-NAN ROADLUCHU DIST.,TAOYUAN CITY,TAIWAN",02-85003999,prd@evaair.com,www.evaair.com
2630,109/10/25,亞洲航空股份有限公司,亞航,－ ,航運業,台南市仁德區仁愛里機場路1050號,11381701,盧天麟,盧天麟,趙晉賢,副總經理,黃俊憲,06-2681911,19550119,20180222,新台幣                 10.0000元,1201200000,0,0,1,台新國際商業銀行股務代理部,02-25048125,104台北市中山區建國北路一段96號B1,安侯建業聯合會計師事務所,蘇彥達,陳惠媛,AACL　　,"No.1050, JiChang Rd., Rende Dist.Tainan City 717, Taiwan, ROC",06-2691792,IR@airasia.com.tw,http://www.airasia.com.tw
2633,109/10/25,台灣高速鐵路股份有限公司,台灣高鐵,－ ,航運業,(11568)台北市南港區經貿二路66號13樓,16446274,江耀宗,鄭光遠,孫鴻文,營業資深副總經理,鄒衡蕪協理,02-8789-2000,19980511,20161027,新台幣                 10.0000元,56282930580,3000000000,0,2,富邦綜合證券股務代理部,02-2361-1300,台北市中正區許昌街17號2樓,勤業眾信聯合會計師事務所,江美艷,賴冠仲,THSRC,"13F., No.66, Jingmao 2nd Rd ., Nangang DistrictTaipei City 11568, Taiwan, R.O.C.",02-8789-3000,Spokesman_MBOX@thsrc.com.tw,www.thsrc.com.tw
2634,109/10/25,漢翔航空工業股份有限公司,漢翔,－ ,航運業,台中市西屯區漢翔路1號,97160544,胡開宏,馬萬鈞,馬萬鈞,總經理,莊秀美,04-27020001,19960701,20140825,新台幣                 10.0000元,9418671010,0,0,1,富邦綜合證券股份有限公司,02-23611300,台北市中正區許昌街17號2樓,勤業眾信聯合會計師事務所,吳麗冬,曾棟鋆,AIDC　　,"No.1, Hanxiang RoadTaichung, 40722 Taiwan, R.O.C.",04-22842295,IR@ms.aidc.com.tw,www.aidc.com.tw
2636,109/10/25,台驊國際投資控股股份有限公司,台驊投控,－ ,航運業,台北市信義區忠孝東路四段 563 號 12樓,22358734,顏益財,顏益財,許琳婕,經理,王春英,27532093,19870204,20161222,新台幣                 10.0000元,1171574020,0,0,1,群益金鼎證券股務代理部,02-2703-5000,臺北市大安區敦化南路二段97號B2,安侯建業聯合會計師事務所,于紀隆,吳美萍,T3EX,"12F. , No. 563 , Sec . 4, Zhongxiao E. Rd . ,Xinyi District ,Taipei City 11072 , Taiwan",27657197,spokesman@t3ex-group.com,www.t3ex-group.com
2637,109/10/25,慧洋海運股份有限公司,慧洋-KY,KY 開曼群島                                                    ,航運業,"Clifton House, 75 Fort Street, PO Box 1350, Grand Cayman KY1",25637751,藍俊昇,鄭俊聲,薛亦駿,財務長,趙子隆,02-27552637,20081021,20101201,新台幣                 10.0000元,7464091990,0,0,1,永豐金證券股份有限公司,02-23816288,台北市中正區博愛路17號3F,安永聯合會計師事務所,林麗凰,呂倩雯,WISDOM,"Rm. 711, 7th Fl, No 237, Fu-Hsing S. Rd. Sec.2Taipei , Taiwan",02-27556865,ir@wisdomlines.com.tw,www.wisdomlines.com.tw
2642,109/10/25,台灣宅配通股份有限公司,宅配通,－ ,航運業,新北市中和區圓通路288號,70624227,邱純枝,徐慶懿,黃錦郎,管理本部協理,徐慶懿,02-66165500,19990910,20131212,新台幣                 10.0000元,954670000,0,0,1,凱基證券股份有限公司股務代理部,02-23892999,台北市重慶南路一段2號5樓,資誠聯合會計師事務所,支秉鈞,吳郁隆,Pelican,"2F, No. 19-9, San Chong Road, Nan-Kang, Taipei 115, Taiwan, R.O.C.Taiwan, R.O.C.",02-66163300,c180556@e-can.com.tw,http://www.e-can.com.tw
