公司代號,公司名稱,公司簡稱,產業類別,外國企業註冊地國,住址,營利事業統一編號,董事長,總經理,發言人,發言人職稱,代理發言人,總機電話,成立日期,上市/櫃日期,普通股每股面額,實收資本額(元),已發行普通股數或TDR原發行股數,私募普通股(股),特別股(股),編製財務報告類型,普通股盈餘分派或虧損撥補頻率,普通股年度(含第4季或後半年度)現金股息及紅利決議層級,股票過戶機構,過戶電話,過戶地址,簽證會計師事務所,簽證會計師1,簽證會計師2,英文簡稱,英文通訊地址,傳真機號碼,電子郵件信箱,公司網址,投資人關係聯絡人,投資人關係聯絡人職稱,投資人關係聯絡電話,投資人關係聯絡電子郵件,公司網站內利害關係人專區網址,交易市場
2528,皇普建設股份有限公司,皇普,建材營造,－,桃園市桃園區文中路747號6樓,81271967,蘇永平,蘇永平,許連晉,財務部經理,唐如鈺,03-2171111,74/01/17,84/03/10,新台幣 10.0000元,3299974090,329997409,147912000,0,個別,每半會計年度,董事會,福邦證券股份有限公司,(02)2371-1658,台北市中正區忠孝西路一段6號6樓,立本台灣聯合會計師事務所,王慕凡,鄧欣珊,CROWELL,"6F., No.747, Wenzhong Rd., Taoyuan Dist.Taoyuan City 330, Taiwan (R.O.C.)",03-2172222,spokesman@crowell.com.tw,http://crowell.com.tw,許連晉,財務部經理,03-2171111分機32,spokesman@crowell.com.tw,http://crowell.com.tw/relationship.php?MT_id=site2017121815325784,上市
2530,大華建設股份有限公司,華建,建材營造,－,台北市內湖區成功路五段460號16樓,11059409,鄭斯聰,吳裕國,李俊賢,副總經理,簡玲菁,022632-8877,49/12/28,84/10/12,新台幣 10.0000元,6037524660,603752466,83000000,0,合併,每年,股東會,中國信託商業銀行代理部,02-66365566,台北市重慶南路一段八三號五樓,信永中和聯合會計師事務所,陳光慧,姚毓琳,DELPHA,"16FL.,NO.460,SEC.5,Chenggund RD,Neihu chiu.Taipei,Taiwan,R.O.C.",022633-8755,service@delpha.com.tw,www.delpha.com.tw,李俊賢,副總經理,022632-8877,jeffery@delpha.com.tw,http://www.delpha.com.tw/tw/about/p10_2.aspx,上市
2534,宏盛建設股份有限公司,宏盛,建材營造,－,台北市民生東路三段156號19樓之5,22221180,林新欽,陸永富,陳育德,經理,王卉容,2719-9999,75/07/09,85/02/12,新台幣 10.0000元,4742279700,474227970,0,0,合併,每年,股東會,群益金鼎證券(股)公司股務代理部,27023999,台北市大安區敦化南路二段97號B2,勤業眾信聯合會計師事務所,鄭旭然,謝東儒,HSC,"19F.-5, No.156, Sec. 3, Minsheng E. Rd.,TAIPEI, TAIWAN, R.O.C",2546-4577,hsc@hsc.com.tw,http://www.hsc.com.tw,陳育德,經理,2719-9999,hsc@hsc.com.tw,http://www.hsc.com.tw,上市
2535,達欣工程股份有限公司,達欣工,建材營造,－,台北市大安區敦化南路二段92號9樓,18997007,王人正,執行長：廖肇邦,陳士修,副總經理,許維貞,(02)27062929,56/02/13,85/03/11,新台幣 10.0000元,3373608940,337360894,0,0,合併,每年,董事會,日盛證券股份有限公司,(02)2541-9977,台北市中山區南京東路二段85號7樓,勤業眾信聯合會計師事務所,趙永祥,張清福,DA-CIN,"9TH FL,NO92,SECTION 2,TUN-HWA SOUTH ROADTAIPEI,TAIWAN",(02)27081317,cm10023@dacin.com.tw,www.dacin.com.tw,許維貞,副總經理,(02)27062929#747,vickie.hsu@dacin.com.tw,http://www.dacin.com.tw/investors/stakeholder.php,上市
2536,宏普建設股份有限公司,宏普,建材營造,－,台北市大安區敦化南路二段71號21樓,23113054,段津華,段津華,詹俊炫,稽核經理,劉寶姝,(02)2755-2662,77/10/05,85/03/14,新台幣 10.0000元,3328086520,332808652,0,0,合併,每年,股東會,元大證券股份有限公司,(02)2586-5859,台北市承德路三段210號 B1,安侯建業聯合會計師事務所,莊鈞維,許明芳,Hong Pu,"21F., No. 71, Ses. 2, Dunhua S. Rd., Da'an Dist.,Taipei City 106, Taiwan ( R.O.C.)",(02)2708-2581,floyd@hong-pu.com.tw,www.hong-pu.com.tw,詹俊炫,稽核經理,02-27552662,floyd@hong-pu.com.tw,http://www.hong-pu.com.tw/index.php/stakeholder-engagement,上市
2537,聯上開發股份有限公司,聯上發,建材營造,－,台北市信義區忠孝東路五段68號36樓,22659295,蘇永義,李志明,李志明,總經理,曾金卿,27229898,76/08/19,85/09/06,新台幣 10.0000元,3005577950,300557795,0,0,個別,每年,股東會,元大證券股份有限公司股務代理部,25865859,台北市承德路三段210號地下一樓,安侯建業聯合會計師事務所,黃欣婷,陳宗哲,WE & WIN,"36F., NO.68, SEC. 5 Jhongsiao E. Rd., Sinyi DistrictTaipei,Taiwan, R.O.C.",27220300,3623@5v.com.tw,www.5v.com.tw,曾金卿,副總經理,(02)27229898,3430@5v.com.tw,http://www.5v.com.tw,上市
2538,基泰建設股份有限公司,基泰,建材營造,－,台北市中正區衡陽路五十一號十樓,12251662,陳世銘,馮先勉,林家正,會計部經理,程慈,23830666,68/11/07,85/11/01,新台幣 10.0000元,4384487640,438448764,0,0,合併,每年,股東會,中國信託代理部,(02)6636-5566,台北市重慶南路一段八十三號五樓,安永聯合會計師事務所,林素雯,黃建澤,KeeTai,"10F,NO.51,HERNGYANG ROAD,TAIPEI CITYTaipei R.O.C",23830222,kt104@thekeetai.com.tw,www.keetai.com.tw,林家正,會計部經理,23830666-104,kt104@thekeetai.com.tw,www.keetai.com.tw,上市
2539,櫻花建設股份有限公司,櫻花建,建材營造,－,台中市西區臺灣大道二段239號4樓,22491640,陳正釭,陳世英,陳世英,總經理,沈淑貞,(04)36005800,76/05/02,86/07/16,新台幣 10.0000元,5602713010,560271301,0,0,個別,每年,股東會,中國信託商業銀行代理部,(02)66365566,台北市重慶南路一段83號5樓,立本台灣聯合會計師事務所,張宜鈞,鄧欣珊,SAKURAD,"4F., No.239, Sec.2,Taiwan Blvd., West District,Taichung City 403, Taiwan (R.O.C.)",(04)36005799,saku.great@msa.hinet.net,www.sakurad.com.tw,沈淑貞,財務部經理,04-36005800,saku.great@msa.hinet.net,www.sakurad.com.tw,上市
2540,愛山林建設開發股份有限公司,愛山林,建材營造,－,台北市大安區忠孝東路四段166號11樓之2,22190686,祝文宇,張境在,張境在,總經理,祝藝,(02)8773-6688,75/09/06,78/12/26,新台幣 10.0000元,1466000000,146600000,0,0,合併,每年,董事會,統一綜合證券(股)公司股務代理部,(02)2746-3797,台北市松山區東興路8號地下1樓,安侯建業聯合會計師事務所,張淑瑩,黃欣婷,JSL,"11F.-2, No.166, Sec. 4, Jhongsiao E. Rd., Taipei City 10688, Taiwan(R.O.C.)Taipei 106, Taiwan, R.O.C.",(02)8773-6689,amma@mail.jsl.com.tw,https://www.isanlin.com/,林佩君,資深襄理,02-87736688,amma@mail.jsl.com.tw,https://www.isanlin.com/,上市
2542,興富發建設股份有限公司,興富發,建材營造,－,台北市中山區樂群二路267號10樓,12305479,曹淵博,范華軍,廖昭雄,開發部副總經理,王素月,(02)2755-5899,69/01/23,88/05/03,新台幣 10.0000元,12909636170,1290963617,0,0,合併,每年,董事會,群益金鼎證券(股)公司股務代理部,(02)2702-3999,106台北市大安區敦化南路二段97號地下二樓,安侯建業聯合會計師事務所,韓沂璉,簡蒂暖,Highwealth,"10F., No.267, Lequn 2nd RdTaipei 104,Taiwan,R.O.C",(02)2755-5988,karen@highwealth.com.tw,http://www.highwealth.com.tw/,廖昭雄,王素月,(02)27555899#1500,liao@highwealth.com.tw,http://www.highwealth.com.tw/,上市
2543,皇昌營造股份有限公司,皇昌,建材營造,－,台北市中正區重慶南路3段180號,34342717,江程金,黃重雷,官心惠,副總經理,朱惠菊,2792-2988,70/02/16,88/10/15,新台幣 10.0000元,2374837880,237483788,0,0,合併,每年,股東會,元富證券股份有限公司,(02)2768-6668,台北市105松山區光復北路11巷35號地下一樓,霈昇聯合會計師事務所,林憲章,林育雅,HWANG CHANG,"No.180, Sec. 3, Chongcing S. Rd.,Taipei,Taiwan,R.O.C",2792-8399,pr@hcgc.com.tw,www.hcgc.com.tw,官心惠,副總經理,02-2792-2988,pr@hcgc.com.tw,www.hcgc.com.tw,上市
2545,皇翔建設股份有限公司,皇翔,建材營造,－,台北市博愛路38號8樓,86379024,廖年吉,廖宇祥,游玉華,財務部副總,王繼華,23882898,80/12/06,89/09/11,新台幣 10.0000元,3277348080,327734808,0,0,合併,每年,股東會,元大證券股份有限公司,25865859,台北市承德路3段210號B1、B2,安侯建業聯合會計師事務所,曾國禓,簡蒂暖,HUANG HSIANG,"8FL,NO.38,BO AI ROAD,TAIPEI,R.O.C",23896999,contact@hhe.com.tw,www.hhe.com.tw,游玉華,財務部副總,23882898,eva@hhe.com.tw,www.hhe.com.tw,上市
2546,根基營造股份有限公司,根基,建材營造,－,106台北市和平東路三段131號6樓,43876760,袁藹維,黃義芳/周世選,范錦華,副總經理,陳俊明,(02)2378-6789,71/04/13,89/09/11,新台幣 10.0000元,1060356600,106035660,0,0,合併,每年,股東會,中國信託商業銀行代理部,(02)6636-5566,100台北市重慶南路一段83號5樓,安侯建業聯合會計師事務所,韓沂璉,簡蒂暖,KEDGE,"6F,#131 3SEC. HOPING E.RD.TAIPEI,TAIWAN,R.O.C.",(02)2739-6710,grace_fan@kindom.com.tw,http://www.kedge.com.tw,陳俐雅,資深協理,(02)2378-6789,ir@kindom.com.tw,http://www.kedge.com.tw/pub/LIT_9.asp,上市
2547,日勝生活科技股份有限公司,日勝生,建材營造,－,台北市大同區市民大道一段209號14樓,12373243,林榮顯,劉垚凱,陳婷婷,協理,待補,(02)7733-8888,71/03/26,89/12/22,新台幣 10.0000元,9000946490,900094649,0,0,合併,每年,股東會,凱基證券股份有限公司,(02)2389-2999,台北市重慶南路一段2號5樓,勤業眾信聯合會計師事務所,楊清鎮,方涵妮,RADIUM,"14FL., No.209, Sec. 1, Civic Blvd., Datong Dist.,Taipei, Taiwan, R.O.C.",(02)2559-5188,line@radium.com.tw,http://www.radium.com.tw,陳婷婷,協理,(02)7733-8888#8468,christine@radium.com.tw,http://www.radium.com.tw,上市
2548,華固建設股份有限公司,華固,建材營造,－,台北市信義路四段456號7樓,23358846,鍾榮昌,洪嘉昇,劉若梅,財務長,姚秀琴.楊康平,2758-2828,78/04/06,91/08/26,新台幣 10.0000元,2768127260,276812726,0,0,合併,每年,董事會,台新國際商業銀行股務代理部,2504-8125,台北市建國北路一段96號B1,資誠聯合會計師事務所,王方瑜,林瑟凱,HUAKU,"7F, No.456, Sec.4, Xinyi Rd., Taipei , Taiwan , R.O.C.",2729-2687,susan@huaku.com.tw,www.huaku.com.tw,楊康平,主任,2758-2828,kurtis.yang@huaku.com.tw,http://www.huaku.com.tw/homech2.html,上市
2597,潤弘精密工程事業股份有限公司,潤弘,建材營造,－,台北市中山區八德路二段308號10樓,66394146,李志宏,莫惟瀚,莫惟瀚,總經理,李志宏,02-81619999,64/11/03,99/03/26,新台幣 10.0000元,1849500000,184950000,0,0,合併,每年,股東會,本公司股務,81617999,台北市中山區八德路二段308號12樓,資誠聯合會計師事務所,黃金連,張淑瓊,REC,"10FL., No.308, Sec. 2, Bade Rd., Jhongshan District, Taipei City 104, TaiwanRepublic of China",02-81619988,cmc@mail.ruentex.com.tw,www.rtc.com.tw/index.aspx,趙存國,副總經理,81619999,Rt008763@mail.ruentex.com.tw,www.rtc.com.tw/index.aspx,上市
2601,益航股份有限公司,益航,貿易百貨,－,台北市復興南路二段237號14樓,3353007,郭人豪,郭人豪,黎世明,財務長,林燕玲,27069911,52/10/08,54/11/04,新台幣 10.0000元,7903720380,790372038,0,0,合併,每年,股東會,凱基證券股份有限公司,(02)2389-2999,台北市中正區重慶南路一段2號5樓,安侯建業聯合會計師事務所,張淑瑩,賴麗真,FSC,"14th Fl., No.237, Fuhsing S. Rd.,Sec. 2Taipei, Taiwan, R.O.C",27069922,firsteam@firsteam.com.tw,www.firsteam.com.tw,黎世明,財務長,23267666,vincentlee@firsteam.com.tw,http://www.firsteam.com.tw/investors_info.html,上市
2603,長榮海運股份有限公司,長榮,航運業,－,台北市中山區民生東路二段166號,11337775,張衍義,謝惠全,謝惠全,總經理,吳光輝,(02)2505-7766,57/09/25,76/09/21,新台幣 10.0000元,52908473690,5290847369,0,0,合併,每年,股東會,股務課,(02)2500-1668,台北市中山區民生東路二段166號2樓,資誠聯合會計師事務所,李秀玲,周筱姿,EMC,"NO.166 , SEC.2 , MINSHENG EAST ROADTAIPEI , TAIWAN , R.O.C",(03)351-0973,public@evergreen-marine.com,www.evergreen-marine.com,莫政平,財務部協理,02-25001268,percymo@evergreen-marine.com,http://www.evergreen-marine.com/tw/tbi1/jsp/TBI1_Stakeholder.jsp,上市
2605,新興航運股份有限公司,新興,航運業,－,台北市大安區復興南路一段368號14樓,11812103,許積皋,許積皋,陳蘭芳,財務長,范曉婷,02-27037055,57/02/27,78/12/08,新台幣 10.0000元,5853532970,585353297,0,0,合併,每年,董事會,中國信託商業銀行代理部,02-66365566,台北市重慶南路一段83號5樓,資誠聯合會計師事務所,林一帆,廖福銘,SNC,"14F, No.368 , FU HSING SOUTH ROAD,SECTION 1.TAIPEI, TAIWAN, R.O.C.",02-27003374,snctpe@snc.com.tw,http://www.snc.com.tw/,陳蘭芳,財務長,02-27037055#240,sncad@snc.com.tw,www.snc.com.tw/利害關係人,上市
2606,裕民航運股份有限公司,裕民,航運業,－,台北市敦化南路二段207號29樓,47067419,徐旭東,王書吉,張宗良,副總經理,陳長生,(02)27338000,57/08/29,79/12/08,新台幣 10.0000元,8450557120,845055712,0,0,合併,每年,股東會,亞東證券股份有限公司,(0277531699,新北市板橋區新站路16號13樓,勤業眾信聯合會計師事務所,林文欽,王儀雯,U-MING,"29TH FL.,TAIPEI METRO TOWER,207,SEC.2,TUN HWA S.RD.TAIPEI 106,TAIWAN,REPUBLIC OF CHINA",(02)27359900,uming@metro.feg.com.tw,http://www.uming.com.tw,張宗良,副總經理,(02)27376008,bismark@metro.feg.com.tw,http://www.uming.com.tw/investor_relations,上市
2607,長榮國際儲運股份有限公司,榮運,航運業,－,桃園市桃園區經國路899號,4406559,陳義忠,林晁榮,林晁榮,總經理,陳成邦,03-3252060,62/10/05,79/12/14,新台幣 10.0000元,10671410940,1067141094,0,0,合併,每年,股東會,長榮國際儲運股份有限公司股務課,02-25001668,台北市中山區民生東路二段166號2樓,資誠聯合會計師事務所,李秀玲,周筱姿,EITC,"899, CHING KUO ROAD,TAOYUAN DIST., TAOYUAN CITY, TAIWAN",03-3462009,mgt@evergreen-eitc.com.tw,www.evergreen-eitc.com.tw,高懿珍,副理,03-3252060,fin@evergreen-eitc.com.tw,http://www.evergreen-eitc.com.tw/eitchtdocs/jsp/c_7/c_7_7_1.jsp,上市
2608,嘉里大榮物流股份有限公司,嘉里大榮,航運業,－,台北市中正區新生南路一段50號14樓,51015548,沈宗桂,營運總處：張國典; 財務暨行政總處：阮慧雯,阮慧雯,財務暨行政總處總經理,胡明昌,02-33226888,48/12/21,79/12/20,新台幣 10.0000元,4670004980,467000498,0,0,合併,每年,股東會,永豐金證券股份有限公司,02-23816288,台北市博愛路17號3樓,勤業眾信聯合會計師事務所,曾棟鋆,蘇定堅,Kerry TJ,"14F., No.50, Sec. 1, Xinsheng S. Road,TAI-PEI,TAIWAN,R.O.C",02-33226777,investor@kerrytj.com,http://www.kerrytj.com,胡明昌,處長,02-33226888,investor@kerrytj.com,http://www.kerrytj.com/zh/csr/csr2.html,上市
2609,陽明海運股份有限公司,陽明,航運業,－,基隆市七堵區明德一路271號,4200199,鄭貞茂,杜書勤,何秀綺,資深協理,蘇育文,02-2455-9988,61/12/29,81/04/20,新台幣 10.0000元,34921042700,3492104270,697394379,0,合併,每年,股東會,凱基證券股份有限公司,02-2389-2999,台北市中正區重慶南路一段2號5樓,勤業眾信聯合會計師事務所,楊承修,洪玉美,YMTC,"271 Ming De 1st Road, ChiduKeelung Taiwan 206, R.O.C.",02-2455-9988,cs@yangming.com,http://www.yangming.com/,洪詩婷,資深管理師,02-2455-0627,lena.st.hung@yangming.com,https://www.yangming.com/investor_relations/Corporate_Governance/Stakeholder.aspx,上市
2610,中華航空股份有限公司,華航,航運業,－,桃園市大園區航站南路一號,11145904,謝世謙,高星潢,魯淑慧,副總經理,王薇,(03)399-8888,48/09/07,82/02/26,新台幣 10.0000元,56713177600,5671317760,0,0,合併,每年,董事會,中國信託商業銀行代理部,(02)6636-5566,台北市中正區重慶南路一段83號5樓,勤業眾信聯合會計師事務所,黃瑞展,鄭旭然,CAL,"No.1, Hangzhan S. Rd.,Dayuan Dist., Taoyuan City, Taiwan R.O.C",(03)399-8313,tpeprci@china-airlines.com,http://www.china-airlines.com,林鈺傑,財務處經理,03-3998361,tpeaf@china-airlines.com,https://www.china-airlines.com/tw/zh/about-us/stakeholder,上市
2611,志信國際股份有限公司,志信,航運業,－,台北市中山區建國北路二段33號12樓,33853232,黃春發,周呂熙龍,江文隆,財務長,林燕文,(02)2509-0036,62/11/15,82/10/28,新台幣 10.0000元,1718202470,171820247,0,0,合併,每年,董事會,統一綜合證券股份有限公司,(02)2746-3797,台北市松山區東興路８號Ｂ１樓,勤業眾信聯合會計師事務所,陳致源,方涵妮,TSI,"12F., No.33, Sec. 2, Jianguo N. Rd., Zhongshan Dist.,Taipei City 104, Taiwan (R.O.C.)",(02)2500-7894,tstcomp@tsgroup.com.tw,www.tsgroup.com.tw,江文隆,財務長,02-25090036,tstcomp@tsgroup.com.tw,www.tsgroup.com.tw,上市
2612,中國航運股份有限公司,中航,航運業,－,台北市濟南路一段15號9樓,43778070,彭士孝,戴聖堅,唐邦正,協理,孫賢中,(02)23963282,67/01/31,83/10/20,新台幣 10.0000元,1974845930,197484593,0,0,合併,每年,董事會,凱基證券股份有限公司,(02)23148800,台北市重慶南路一段二號五樓,安侯建業聯合會計師事務所,區耀軍,羅瑞蘭,CMT,"9TH., 15, CHI-NAN ROAD, SEC. 1TAIPEI TAIWAN",(02)23513082,cmt@agcmt.com.tw,http://www.cmt.tw,唐邦正,協理,02-23976670,inv.rel@agcmt.com.tw,http://www.cmt.tw,上市
2613,中國貨櫃運輸股份有限公司,中櫃,航運業,－,新北市汐止區大同路三段二七五號,39014517,林宏年,吳清泉,蔡德新,副總經理,陳政宏,(02)86482211,58/11/27,84/01/20,新台幣 10.0000元,1484234580,148423458,0,0,合併,每年,董事會,中國信託商業銀行代理部,(02)66365566,台北市重慶南路一段83號5樓,資誠聯合會計師事務所,阮呂曼玉,徐永堅,CCTC,"275,tatung road,sec.3,hsichihTaipei Hsien,Taiwan,Republic of China",(02)26491298,cctc@gcn.net.tw,http://www.cctcorp.com.tw,蔡德新,副總經理,(02)86482211#214,roger@cctcorp.com.tw,http://www.cctcorp.com.tw,上市
2614,東森國際股份有限公司,東森,其他,－,台北市復興南路一段368號8樓,4964250,廖尚文,廖尚文,鄭應娜,副總經理,呂正果,2755-7565,64/05/14,84/09/23,新台幣 10.0000元,5289503950,528950395,0,0,合併,每年,董事會,統一綜合證券(股)公司股務代理部,2746-3797,台北市松山區東興路8號地下一樓,安侯建業聯合會計師事務所,池世欽,黃欣婷,EMIC,"8F,NO.368 FU HSING S. RD., SEC.1TAIPEI, TAIWAN 106",2702-8079,emic@emic.com.tw,http://www.emic.com.tw,沈耀祖,協理,2755-7565,ir@emic.com.tw,http://www.emic.com.tw/www/index.php?action=contact&id=109,上市
2615,萬海航運股份有限公司,萬海,航運業,－,台北市松江路136號10樓,11395000,久福花園股份有限公司,謝福隆,蘇麗梅,協理,謝福隆,02-25677961,54/02/24,85/05/16,新台幣 10.0000元,22182974660,2218297466,0,0,合併,每年,股東會,華南永昌綜合證券(股)公司股務部,02-27186425,台北市民生東路四段54號4樓,安侯建業聯合會計師事務所,郭柔蘭,陳俊光,WANHAI,"10TH FL,136 SUNG CHIANG RD.TAIPEI,TAIWAN, R.O.C",02-25216000,laura_su@wanhai.com,www.wanhai.com.tw,洪佳新,副理,02-25677961#6197,IR@wanhai.com,http://www.wanhai.com.tw/views/contactus/Contactus_investor.xhtml?file_num=71219&parent_id=65578&top,上市
2616,山隆通運股份有限公司,山隆,油電燃氣業,－,新北市板橋區民生路一段1-2號1樓,33983853,鄭人豪,鄭人豪,俞蘭輝,副董事長,莊美玲,(02)29599611,65/04/06,86/11/08,新台幣 10.0000元,1372818270,137281827,0,0,合併,每年,股東會,山隆通運股份有限公司,(02)22225131,新北市板橋區民生路一段3號3樓,安侯建業聯合會計師事務所,羅瑞蘭,區耀軍,SLC,"1th FLOOR NO.1-2,DWC.1 MN-SHENG RD.PANCHIAO CITY,TAIPEI COUNTY,TAIWAN,R.O.C",(02)29599441,mlchuang@slc.com.tw,www.slc.com.tw,莊美玲,主辦會計,(02)2959-9611,mlchuang@slc.com.tw,www.slc.com.tw,上市
2617,台灣航業股份有限公司,台航,航運業,－,台北市濟南路二段29號2~6樓,3564713,劉文慶,仇忠林,仇忠林,總經理,王惠如,02-23941769,35/07/01,87/06/24,新台幣 10.0000元,4172944870,417294487,0,0,合併,每年,股東會,台新國際商業銀行股務代理部,02-25048125,台北市建國北路一段96號地下一樓,勤業眾信聯合會計師事務所,黃惠敏,葉淑娟,TNC,"2-6FL,NO.29, SEC.2,CHI NAN ROADTAIPEI, TAIWAN,R.O.C.",02-23970640,tnctpe@taiwanline.com.tw,http://www.taiwanline.com.tw,陳建州,財務部協理,02-23941769#241,tony@taiwanline.com.tw,http://www.taiwanline.com.tw/,上市
2618,長榮航空股份有限公司,長榮航,航運業,－,桃園市蘆竹區新南路一段376號,23225229,林寶水,孫嘉明,陳耀銘,公共關係室副總經理,林司忠,03-3515151,78/04/07,90/09/17,新台幣 10.0000元,51307685850,5130768585,0,0,合併,每年,董事會,長榮航空股務課,02-2500-1668,台北市民生東路二段166號2樓,安侯建業聯合會計師事務所,唐嘉鍵,蘇彥達,EVAAIR,"NO.376,SEC.1,HSIN-NAN ROADLUCHU DIST.,TAOYUAN CITY,TAIWAN",02-85003999,prd@evaair.com,www.evaair.com,江璞欣,財務部經理,02-85002300,finir@evaair.com,http://www.evaair.com/zh-tw/stakeholder-interest/,上市
2630,亞洲航空股份有限公司,亞航,航運業,－,台南市仁德區仁愛里機場路1050號,11381701,盧天麟,盧天麟,趙晉賢,副總經理,黃俊憲,06-2681911,44/01/19,107/02/22,新台幣 10.0000元,1444657010,144465701,0,0,合併,每年,董事會,台新國際商業銀行股務代理部,02-25048125,104台北市中山區建國北路一段96號B1,安侯建業聯合會計師事務所,蘇彥達,陳惠媛,AACL,"No.1050, JiChang Rd., Rende Dist.Tainan City 717, Taiwan, ROC",06-2691792,IR@airasia.com.tw,http://www.airasia.com.tw,趙晉賢,副總經理,06-2681911,IR@airasia.com.tw,http://www.airasia.com.tw/index.php?option=module&lang=cht&task=showlist&id=456&index=6,上市
2633,台灣高速鐵路股份有限公司,台灣高鐵,航運業,－,(11568)台北市南港區經貿二路66號13樓,16446274,江耀宗,鄭光遠,孫鴻文,營業資深副總經理,鄒衡蕪協理,02-8789-2000,87/05/11,105/10/27,新台幣 10.0000元,56282930580,5628293058,3000000000,0,個別,每年,股東會,富邦綜合證券股務代理部,02-2361-1300,台北市中正區許昌街17號2樓,勤業眾信聯合會計師事務所,江美艷,洪國田,THSRC,"13F., No.66, Jingmao 2nd Rd ., Nangang DistrictTaipei City 11568, Taiwan, R.O.C.",02-8789-3000,Spokesman_MBOX@thsrc.com.tw,www.thsrc.com.tw,袁志強,經理,02-8725-1357,pete_yuan@thsrc.com.tw,http://www.thsrc.com.tw/tw/Article/ArticleContent/699e4e91-3cdd-422c-8dc4-ed8747a11195,上市
2634,漢翔航空工業股份有限公司,漢翔,航運業,－,台中市西屯區漢翔路1號,97160544,胡開宏,馬萬鈞,馬萬鈞,總經理,莊秀美,04-27020001,85/07/01,103/08/25,新台幣 10.0000元,9418671010,941867101,0,0,合併,每年,股東會,富邦綜合證券股份有限公司,02-23611300,台北市中正區許昌街17號2樓,勤業眾信聯合會計師事務所,蘇定堅,吳麗冬,AIDC,"No.1, Hanxiang RoadTaichung, 40722 Taiwan, R.O.C.",04-22842295,IR@ms.aidc.com.tw,www.aidc.com.tw,莊秋燕,組長,04-22842881,ir@ms.aidc.com.tw,http://www.aidc.com.tw/tw/cse/stakeholder,上市
2636,台驊國際投資控股股份有限公司,台驊投控,航運業,－,台北市信義區忠孝東路四段 563 號 12樓,22358734,顏益財,顏益財,許琳婕,經理,王春英,27532093,76/02/04,105/12/22,新台幣 10.0000元,1347522300,134752230,0,0,合併,每年,股東會,群益金鼎證券股務代理部,02-2703-5000,臺北市大安區敦化南路二段97號B2,安侯建業聯合會計師事務所,于紀隆,吳美萍,T3EX,"12F. , No. 563 , Sec . 4, Zhongxiao E. Rd . ,Xinyi District ,Taipei City 11072 , Taiwan",27657197,spokesman@t3ex-group.com,www.t3ex-group.com,許琳婕,經理,27532093,spokesman@t3ex-group.com,www.t3ex-group.com,上市
2637,慧洋海運股份有限公司,慧洋-KY,航運業,KY 開曼群島,"Clifton House, 75 Fort Street, PO Box 1350, Grand Cayman KY1",25637751,藍俊昇,鄭俊聲,薛亦駿,財務長,趙子隆,02-27552637,97/10/21,99/12/01,新台幣 10.0000元,7464091990,746409199,0,0,合併,每年,股東會,永豐金證券股份有限公司,02-23816288,台北市中正區博愛路17號3F,安永聯合會計師事務所,呂倩雯,劉榮進,WISDOM,"Rm. 711, 7th Fl, No 237, Fu-Hsing S. Rd. Sec.2Taipei , Taiwan",02-27556865,ir@wisdomlines.com.tw,www.wisdomlines.com.tw,牟冠諭,,02-27552637,ir@wisdomlines.com.tw,http://www.wisdomlines.com.tw/wisdom/php/ContactPerson3.php,上市
2642,台灣宅配通股份有限公司,宅配通,航運業,－,新北市中和區圓通路288號,70624227,邱純枝,徐慶懿,王博剛,協理,徐慶懿,02-66165500,88/09/10,102/12/12,新台幣 10.0000元,954670000,95467000,0,0,合併,每年,股東會,凱基證券股份有限公司股務代理部,02-23892999,台北市重慶南路一段2號5樓,資誠聯合會計師事務所,支秉鈞,林鈞堯,Pelican,"2F, No. 19-9, San Chong Road, Nan-Kang, Taipei 115, Taiwan, R.O.C.Taiwan, R.O.C.",02-66163300,c210701@e-can.com.tw,http://www.e-can.com.tw,陳宇峙,管理本部 專員,02-66165500,c210701@e-can.com.tw,https://www.e-can.com.tw/aboutUs_contact.aspx,上市
2701,萬華企業股份有限公司,萬企,觀光事業,－,台北市峨嵋街52號,15415013,蔡茂昌,吳雅珍,蔡茂昌,董事長,黃世宇,(02)2375-3211,47/02/26,54/03/22,新台幣 10.0000元,4499678380,449967838,0,0,個別,每年,股東會,本公司股務科,(02)2381-3737,台北市中華路一段41號11樓,勤業眾信聯合會計師事務所,謝東儒,趙永祥,WANHWA,"52 O MEI STREETTAIPEI,TAIWAN,R.O.C",(02)23315386,wanhwa.ltd@msa.hinet.net,www.wanhwa.com.tw,黃世宇,副總經理,02-23813737,www.wanhwa.com.tw,www.wanhwa.com.tw,上市
2702,華園飯店股份有限公司,華園,觀光事業,－,高雄市前金區六合二路279號,75560601,陳海尼,陳海尼,涂慶昇,稽核主管,余素玲,07-2410123,48/07/29,54/02/14,新台幣 10.0000元,1104855380,110485538,0,0,合併,每年,董事會,國票綜合證券股份有限公司,02-25936666,10369台北市大同區重慶北路三段199號4樓,資誠聯合會計師事務所,王國華,林永智,HG,NO 279 LIU-HO 2ND ROADKAOHSIUNG TAIWAN REPUBLIC OF CHINA,07-2512000,hotelhg@ms11.hinet.net,www.hotelhg.com.tw,涂慶昇,Legal,07-2410133#628,mark.tu@hotelhg.com.tw,www.hotelhg.com.tw,上市
