,出表日期,stock_id,公司簡稱,外國企業註冊地國,產業別,住址,營利事業統一編號,董事長,總經理,發言人,發言人職稱,代理發言人,總機電話,成立日期_x,上市日期,普通股每股面額,實收資本額,私募股數,特別股,編制財務報表類型,股票過戶機構,過戶電話,過戶地址,簽證會計師事務所,簽證會計師1,簽證會計師2,英文簡稱,英文通訊地址,傳真機號碼,電子郵件信箱,網址,交易市場,主要經營業務,上市上櫃日期
559,109/10/25,3062,建漢,－ ,通信網路業,新竹科學園區新竹縣寶山鄉園區三路99號,16594892,陳澤燦,吳忠和,黃祺雯,財務會計主管,黃振庭,03-5777777,19980610,20030728,新台幣                 10.0000元,3286054180,0,0,1,福邦證券股份有限公司,(02)2371-1658,台北市中正區忠孝西路一段6號6樓,資誠聯合會計師事務所,徐永堅,馮敏娟,CyberTAN　　,"No.99,PARK AVE.3,Science-based Industrial Park,Hsinchu,　　Taiwan308,R.O.C.　",03-5777788,ir@cybertan.com.tw,www.cybertan.com.tw,上市,研究開發生產製造及銷售下列產品:1.寬頻網際網路存取路由器2.虛擬私有網路3.防火牆4.第三/四層交換器5.有線高階寬頻網路保全路由器6.無線高階寬頻網路保全路由器,2003/07/28
560,109/10/25,3090,日電貿,－ ,電子零組件業,新北市新店區中正路四維巷一弄四號一樓,84116878,周煒凌,于耀國,于耀國,總經理,王采綾,(02)2219-0505,19930104,20071231,新台幣                 10.0000元,1786571500,0,0,1,元大證券(股)公司股務代理部,(02)2586-5859,台北市大同區承德路三段210號地下一樓,勤業眾信聯合會計師事務所,邵志明,翁雅玲,NDB　　,"1F., No.4, Aly. 1, Siwei Ln., Zhongzheng Rd., Xindian Dist.,New Taipei City 231622, Taiwan, R.O.C",(02)2219-1010,stock@ndb.com.tw,www.ndb.com.tw,上市,電子零件組件及其材料之製造加工及買賣業務。電腦週邊設備之製造加工買賣及軟體程式設計業務。前各項有關產品之進出口貿易業務。,2007/12/31
561,109/10/25,3094,聯傑,－ ,半導體業,新竹科學園區力行六路6號,84149759,郝挺,郝挺,楊春俊,財務長,邱貴鳳,03-5798797,19960816,20070806,新台幣                 10.0000元,846320890,0,0,1,富邦綜合證券股份有限公司,02-2361-1300,台北市許昌街17號2樓,資誠聯合會計師事務所,林瑟凱,陳憲正,DAVICOM　　,"NO.6 Li-Hsin Rd. VI, Science-  ParkHsin-Chu, Taiwan, R.O.C.",03-6232797,investor@davicom.com.tw,http://www.davicom.com.tw,上市,設計研究開發生產製造銷售網路控制晶片設計研究開發生產製造銷售數據機晶片組設計研究開發生產製造銷售USB系列晶片,2007/08/06
562,109/10/25,3130,一零四,－ ,資訊服務業,新北市新店區寶中路119-1號10樓,84598349,楊基寬,楊基寬,楊基寬,董事長,林芬如,(02)2912-6104,19931030,20060217,新台幣                 10.0000元,331907000,0,0,1,富邦綜合證券(股)公司股務代理部,(02)2361-1300,台北市中正區許昌街17號2樓,安侯建業聯合會計師事務所,趙敏如,呂莉莉,104　　,"10F, No.119-1, Baozhong Rd., Xindian Dist.,New Taipei City, Taiwan, R.O.C.",(02)29126021,IR@104.com.tw,http://corp.104.com.tw/,上市,一般廣告服務業電子資訊就業服務,2006/02/17
563,109/10/25,3149,正達,－ ,光電業,36647苗栗縣銅鑼鄉中興工業區中興路99號,97049373,鍾志明,鍾志明,邱火生,副總,吳泰(北+一),037-236988,19960627,20111123,新台幣                 10.0000元,2063936040,18808777,0,1,福邦證券股份有限公司,(02)2371-1658,台北市中正區忠孝西路一段6號6樓,安侯建業聯合會計師事務所,陳宗哲,張淑瑩,G-TECH　　,"NO.99, CHUNG HSIN RD., TONGLUO SHIANGMIAOLI  COUNTY ,TAIWAN(R.O.C)　　",037-236929,ir@gtoc.com.tw,www.gtoc.com.tw,上市,光電玻璃及玻璃製品製造業。(LCD手機、DSC、NB面板加工製造)電子零組件製造業。國際貿易業。,2011/11/23
564,109/10/25,3164,景岳,－ ,生技醫療業,台南科學工業園區台南市善化區南科七路八號,12715847,陳根德,賴威光,葉天佑,協理,陳昱瑾,06-5052151,20001206,20100322,新台幣                 10.0000元,878483640,0,0,1,永豐金證券股份有限公司,(02)2381-6288,台北市博愛路17號3樓,資誠聯合會計師事務所,林永智,田中玉,GenMont　,"NO.8, NAN-KE 7TH RD., SHANHUA DIST,TAINAN SCIENCE-BASED INDUSTRUAL PARK,Tainan  City ,Taiwan  ,R.O.C.",06-5052152,jessica@genmont.com.tw,www.genmont.com.tw,上市,西藥製造業生物技術服務業未分類其他食品製造業,2010/03/22
565,109/10/25,3167,大量,－ ,電機機械,(334) 桃園市八德區友聯街49號,43938484,王作京,陳尚書,張明義,副總經理,黃麗芳,03-3686368,19801226,20131021,新台幣                 10.0000元,801341160,0,0,1,凱基證券股份有限公司股務代理部,02-23892999,臺北市重慶南路一段2號5樓,安永聯合會計師事務所,洪茂益,羅筱靖,TA LIANG　　,"NO.49 ,YU-LIEN STREET, PA-TERTAO-YUAN, TAIWAN, R.O.C 　　",03-3685811,yulien_89@tlhome.com.tw,http://www.taliang.com,上市,各種機器之設計製造加工及買賣各種模具之設計製造加工及買賣上項有關業務之進出口貿易業務,2013/10/21
566,109/10/25,3189,景碩,－ ,半導體業,桃園市新屋區中華路1245號,70785139,郭明棟,陳河旭,穆顯爵,資深專案處長,劉素真,(03)4871919,20000911,20041101,新台幣                 10.0000元,4508752900,0,0,1,凱基證券股份有限公司,(02)23892999,台北市重慶南路一段2號5樓,安永聯合會計師事務所,洪茂益,鄭清標,KINSUS,"No.1245, Junghua Rd., Shin-Wu  Dist.,Taoyuan,Taiwan, R.O.C.　　",(03)4871920,jackmu@kinsus.com.tw,www.kinsus.com.tw,上市,電子零組件製造業電子材料批發業電子材料零售業,2004/11/01
567,109/10/25,3209,全科,－ ,電子通路業,台北市內湖區瑞光路360號9樓,86027892,吳堉文,謝宏昌,謝宏昌,總經理,王敏慧,02-26275859,19910415,20081126,新台幣                 10.0000元,1814290980,0,0,1,凱基證券股份有限公司,02-23892999,台北市重慶南路一段2號5樓,勤業眾信聯合會計師事務所,張清福,邱盟捷,ALLTEK,"9F, NO. 360, Ruei Guang Rd., Neihu,Taipei, Taiwan, 114, R.O.C.",02-26275869,business@alltek.com,http://www.alltek.com,上市,國際貿易業資訊軟體服務業電子資訊供應服務業,2008/11/26
568,109/10/25,3229,晟鈦,－ ,電子零組件業,新北市新莊區瓊林南路305巷2號,22570840,巫盈助,巫盈助,巫承勳,策略規劃室協理,童韋菱,22052032,19870728,20091231,新台幣                 10.0000元,935158810,32900000,0,1,元大證券股務代理部,25865859,台北市承德路3段210號地下一樓,資誠聯合會計師事務所,林永智,游淑芬,CHEER TIME,"No.2, Ln. 305, Cyonglin S. Rd. Sinjhuang Dist.New Taipei City,Taiwan(R.O.C)",22053346,investor@cheer-time.com.tw,http://www.cheer-time.com.tw/,上市,印刷電路板製造,2009/12/31
569,109/10/25,3231,緯創,－ ,電腦及週邊設備業,新竹科學園區新竹市新安路5號,12868358,林憲銘,林建勳/沈慶堯,石慶堂,財務長,梁惠明,(02)6616-9999,20010530,20030819,新台幣                 10.0000元,28406120500,0,0,1,緯創資通股份有限公司股務室,(02)6600-7998,台北市內湖區行善路158號,安侯建業聯合會計師事務所,陳雅琳,唐嘉鍵,Wistron,"5, Hsin An Road, Science-Based Industrial ParkHsinchu, Taiwan, R.O.C.",(02)6612-2394,spokesperson@wistron.com,www.wistron.com,上市,3C電子產品其他,2003/08/19
570,109/10/25,3257,虹冠電,－ ,半導體業,新竹科學工業園區新竹市東區園區二路11號5樓,16130417,蔡高忠,黃新年,石智賢,財務副總,林保偉,03-5679979,19981230,20110321,新台幣                 10.0000元,727389910,0,0,1,福邦證券股份有限公司股務代理部,(02)2371-1658,台北市中正區忠孝西路一段6號6樓,安侯建業聯合會計師事務所,陳蓓琪,于紀隆,CHAMPION,"5F, NO.11, Park Ave. 2, Hsinchu Science-Based Industrial Park,HsinChu, Taiwan, 30075",03-5670701,invest@championmicro.com.tw,http://www.championmicro.com.tw,上市,功率積體電路(Power IC)電源模組(Power Module)場效電晶體(MOSFET),2011/03/21
571,109/10/25,3266,昇陽,－ ,建材營造,台北市大安區忠孝東路四段289號12樓,84141187,麥寬成,簡伯殷,簡伯殷,總經理,魏岱霖,02-27771355,19930317,20141224,新台幣                 10.0000元,3523143090,0,0,1,日盛證券股份有限公司,02-25419977,台北市南京東路二段85號7樓,安侯建業聯合會計師事務所,韓沂璉,簡蒂暖,SUNTY,"11F, No289, Sec.4, Zhongxiao E. Rd.,Da-an Dist.Taipei City 106, Taiwan( R. O. C)",02-27418097,mag_chen@sunty.com.tw,http://www.sunty.com.tw,上市,住宅及大樓開發租售業不動產買賣業都市更新重建業,2014/12/24
572,109/10/25,3296,勝德,－ ,電子零組件業,新北市中和區中山路二段407號10樓,12702977,周義雄,周義雄,郭舜儀,經理,蔡旻昆,82215588,20001114,20071231,新台幣                 10.0000元,967244500,0,0,1,褔邦證券股份有限公司股務代理部,(02)2383-6888,台北市中正區忠孝西路1段6號6樓,安侯建業聯合會計師事務所,許育峰,李慈慧,POWERTECH,"10F, No. 407, Sec. 2, Zhong Shan Rd.,Zhonghe District,New Taipei Ctiy,Taiwan",82215680,powertech@power-tech.com.tw,www.power-tech.com.tw,上市,有線及無線通信機械器材製造買賣電子零組件製造買賣電機與電子機械器材製造買賣,2007/12/31
573,109/10/25,3305,昇貿,－ ,其他電子業,桃園縣觀音工業區工業二路12-1號,4789211,李三蓮,李三蓮,李弘偉,營運長,吳明璋,(03)416-0177,19780424,20080710,新台幣                 10.0000元,1182652710,0,0,1,凱基證券股份有限公司,(02)2389-2999,台北市重慶南路一段二號五樓,安侯建業聯合會計師事務所,江曉苓,陳盈如,SHENMAO,"No.12-1 Gongye 2nd Rd., Guanyin industrial area,Taoyuan County 328, Taiwan(R.O.C.)",(03)416-0133,stock@shenmao.com,http://www.shenmao.com,上市,經營銲錫絲、銲錫棒、BGA錫球及銲錫膏等之製造及銷售。,2008/07/10
574,109/10/25,3308,聯德,－ ,電子零組件業,桃園市龜山區科技一路69號,22749711,陳銘智,陳銘智,鄧瑞玲,副董事長,許燕麗,(03)3286800,19880202,20080312,新台幣                 10.0000元,985696630,0,0,1,台新國際商業銀行股務代理部,02-25048125,台北市建國北路一段96號地下一樓,勤業眾信會計師事務所,簡明彥,黃秀椿,BESTEC,"No.69,Keji 1st Road,Guishan Township, Taoyuan County 333",(03)3286817,anita@bestec.com.tw,www.bestec.com.tw,上市,"交換式電源供應器,無停電裝置,變壓器等之加工製造買賣業務.電子零件,電機儀器,科學儀表,各式半導體裝置之加工及買賣業務.各種有無線電通訊機件,器材,電音儀器之修護裝配買賣業務.",2008/03/12
575,109/10/25,3311,閎暉,－ ,通信網路業,新北市淡水區奎柔山路73號,12956063,焦佑衡,黃俊傑,黃俊傑,總經理,鄭翠香,(02)2623-2666,20011026,20040308,新台幣                 10.0000元,600000000,0,0,1,元大證券股份有限公司,(02)2586-5859,台北市承德路三段210號B1,勤業眾信聯合會計師事務所,趙永祥,柯志賢,Silitech,"No.73, Kuirou Shan Rd., Tamsui Dist.,New Taipei City 25144 , Taiwan , R.O.C.",(02)2623-5987,spokesperson@silitech.com,www.silitech.com,上市,按鍵及模組產品機構整合元件,2004/03/08
576,109/10/25,3312,弘憶股,－ ,電子通路業,台北市內湖區瑞光路188巷51號4樓,89613636,葉佳紋,劉彥輝,林哲仁,財務副總,劉彥輝,2659-9838,19951006,20101229,新台幣                 10.0000元,1251140500,0,0,1,群益金鼎證券股份有限公司股代部,02-2702-3999,台北市敦化南路2段97號地下二樓,安侯建業會計師事務所,楊樹芝,于紀隆,G.M.I,"4F,No.51,Lane 188,Ruiguang  Rd.,Neihu ChiuTaipei,Taiwan,R.O.C",2659-9586,service@gmitec.com,http://www.gmitec.com,上市,電子零組件之製造加工及買賣業務電腦系統設備、主機板、介面卡與電腦週邊設備製造加工及賣賣一般進出口貿易業務,2010/12/29
577,109/10/25,3321,同泰,－ ,電子零組件業,台中市大甲區青年路123號,23983947,曾子章,曾山一,曾山一,總經理,蔡文程,(03)-2150198,19901119,20151215,新台幣                 10.0000元,1261448250,0,0,1,宏遠證券股份有限公司,(02)77198899,106台北市信義路四段236號3樓,資誠聯合會計師事務所,周筱姿,支秉鈞,UNIFLEX,"No.123, Qingnian Rd., Dajia Dist.,Taichung City, Taiwan (R.O.C.)",(03)-2150197,public@uniflex.com.tw,http://www.uniflex.com.tw,上市,多層及軟式印刷電路板之製造加工及買賣業務電子零組件之製造加工及買賣業務CC01050資料儲存及處理設備製造業,2015/12/15
578,109/10/25,3338,泰碩,－ ,電子零組件業,(114)台北市內湖區瑞光路302號3樓,89858152,余清松,梁竣興,郭尚仁,業務副總,林進祥,(02)26562658,19940923,20131213,新台幣                 10.0000元,877651410,0,0,1,群益金鼎證券股份有限公司,02-27023999,台北市大安區敦化南路2段97號B2,安侯建業聯合會計師事務所,尹元聖,李慈慧,TAISOL,"3F, No. 302, Rueiguang Rd., Neihu District,Taipei City 114, Taiwan,R.O.C",(02)26562659,katty.chen@taisol.com,http://www.taisol.com,上市,連接器及散熱器之製造、代理銷售及買賣電子電腦之零組件之加工製造裝配買賣業務電線電纜之加工組裝製造之買賣,2013/12/13
579,109/10/25,3346,麗清,－ ,汽車工業,新北市中和區民享街4號,16992625,劉美秀,劉美秀,李鋆辰,財務處協理,馮國治,(02)22226112,19990827,20161219,新台幣                 10.0000元,757840000,0,0,1,元大證券股份有限公司,(02)25865859,台北市承德路三段210號B1,勤業眾信聯合會計師事務所,許庭禎,陳致源,Laster Tech,"No.4, Minxiang St.,Zhonghe Dist., New Taipei City, Taiwan",(02)22226196,sweeoadmin@lastertech.com,www.lastertech.com,上市,電子材料批發業國際貿易業(限工廠產品)電子零組件製造業,2016/12/19
580,109/10/25,3356,奇偶,－ ,光電業,台北市內湖區內湖路一段246號9樓,16302558,戴光正,王有傳,李建邦,財務長,陳香仁、柳春成,02-8797-8377,19980203,20050328,新台幣                 10.0000元,898473030,0,0,1,永豐金證券股份有限公司,02-2381-6288,台北市博愛路17號3樓,資誠聯合會計師事務所,徐永堅,林雅慧,GeoVision,"9F, 246 Neihu Road Sec. 1Neihu Chiu, Taipei 114, Taiwan",02-8797-8335,ir@geovision.com.tw,https://www.geovision.com.tw,上市,數位監控系統,2005/03/28
581,109/10/25,3376,新日興,－ ,電子零組件業,新北市樹林區俊英街一七四號,35424073,呂勝男,林清正,阮朝宗,執行副總經理,蔡孟惠,02-26813316,19680628,20071231,新台幣                 10.0000元,1917793460,0,0,1,台新國際商業銀行股務代理部,02-25048125,台北市建國北路一段九十六號地下一樓,勤業眾信聯合會計師事務所,蘇郁琇,邱明玉,SZS,"174 Chiun Eng. St .,Su Lin District,Taipei , Taiwan , R.O.C.",02-26845375,juan@szs.com.tw,http://www.szs.com.tw,上市,NB、液晶顯示幕、手機、3C電子等樞紐之研發、製造及銷售精密金屬沖壓件精密彈簧製品,2007/12/31
582,109/10/25,3380,明泰,－ ,通信網路業,新竹科學園區新竹市力行七路8號,12800392,黃文芳,林裕欽,陳韶伶,財務長,藍筱琦,03-5636666,20030904,20041220,新台幣                 10.0000元,5418176600,100000000,0,1,中國信託商業銀行代理部,02-66365566,台北市重慶南路83號5樓,安侯建業聯合會計師事務所,陳振乾,黃海寧,Alpha,"No. 8, Li-shing 7 Road, Hsinchu Science ParkHsinchu, Taiwan, R.O.C.",03-5636789,IR@alphanetworks.com,www.alphanetworks.com,上市,電信管制射頻器材製造業電信管制射頻器材輸入業無線通信機械器材製造業,2004/12/20
583,109/10/25,3383,新世紀,－ ,光電業,南部科學園區台南市善化區環東路二段31號,12979925,鍾寬仁,陳政權,林岳志,董事長特別助理,洪本原,06-5053500,20020121,20071210,新台幣                 10.0000元,700000000,15066248,0,1,福邦證券股份有限公司,(02)2371-1658,台北市中正區忠孝西路一段６號６樓,南台聯合會計師事務所,丁澤祥,蔡玉琴,GPI,"No. 31, Sec. 2, Huandong Rd., Tainan Science Park,Tainan City 741, Taiwan R.O.C.",06-5053800,ir@gpiled.com,www.gpiled.com,上市,高亮度氮化鎵藍、綠光發光二極體磊晶片及晶粒之研發、製造及銷售氮化鎵紫外光發光二極體磊晶片及晶粒之研發、製造及銷售氮化鎵量子點發光二極體磊晶片及晶粒之研發、製造及銷售,2007/12/10
584,109/10/25,3406,玉晶光,－ ,光電業,台中市大雅區中部科學工業園區科雅東路一號,23572557,陳天慶,郭英理,郭英理,總經理,趙志強,04-25667115,19900208,20051220,新台幣                 10.0000元,1114730630,0,0,1,永豐金證券股份有限公司,02-23816288,臺北市中正區博愛路17號3樓,安永聯合會計師事務所,嚴文筆,清淵,GSEO,"No.1, Keya E Rd, Daya District, Taichung City 428Taichung, Taiwan",04-25667117,mcgwire.chao@gseo.com,http://www.gseo.com,上市,各類光學鏡頭、鏡片研發及生產製造。高功率LED室內外照明產品。,2005/12/20
585,109/10/25,3413,京鼎,－ ,半導體業,(35053)新竹科學工業園區苗栗縣竹南鎮科中路16號,12858252,劉揚偉,邱耀銓,呂軍甫,副處長,傅承祖,037-580088,20010426,20150728,新台幣                 10.0000元,827119000,0,0,1,福邦證券股份有限公司,(02)2371-1658,台北市中正區忠孝西路一段６號６樓,資誠聯合會計師事務所,徐永堅,吳漢期,Fiti,"No16,Ke-Jung RD.,Science-Based Industrial ParkChu-Nan,Miao-Li Hsien,Taiwan 350,ROC",037-582690,fitistock@foxsemicon.com,http://www.foxsemicon.com.tw/,上市,半導體設備、次系統及系統整合平面顯示器設備、次系統及系統整合,2015/07/28
586,109/10/25,3416,融程電,－ ,電腦及週邊設備業,新北市三重區興德路111-6號9樓,96930209,呂谷清,林筠卿,潘芳昇,總經理室特助,焉芝福,02-85110288,19960123,20150123,新台幣                 10.0000元,721879470,12000000,0,1,群益金鼎證券股份有限公司,(02)2702-3999,台北市大安區敦化南路二段97號B2,安永聯合會計師事務所,洪茂益,羅筱靖,Winmate,"9F, No. 111-6, Singde Rd.,Sanchong Dist.,New Taipei  City, Taiwan R.O.C.",02-85111108,IR@winmate.com.tw,www.winmate.com.tw,上市,嵌入式系統模組液晶顯示應用設備及模組其他,2015/01/23
587,109/10/25,3416,融程電,－ ,電腦及週邊設備業,新北市三重區興德路111-6號9樓,96930209,呂谷清,林筠卿,潘芳昇,總經理室特助,焉芝福,02-85110288,19960123,20150123,新台幣                 10.0000元,721879470,12000000,0,1,群益金鼎證券股份有限公司,(02)2702-3999,台北市大安區敦化南路二段97號B2,安永聯合會計師事務所,洪茂益,羅筱靖,Winmate,"9F, No. 111-6, Singde Rd.,Sanchong Dist.,New Taipei  City, Taiwan R.O.C.",02-85111108,IR@winmate.com.tw,www.winmate.com.tw,上市,嵌入式系統模組液晶顯示應用設備及模組其他,2015/01/23
588,109/10/25,3419,譁裕,－ ,通信網路業,新竹市公道五路二段326號,47250470,林祺生,陳世忠,曹付宜,財務長,謝志傑,03-5714225,19811118,20080121,新台幣                 10.0000元,1204804170,0,0,1,台新國際商業銀行股務代理部,(02)25048125,臺北市建國北路一段96號地下一樓,勤業眾信聯合會計師事務所,黃裕峰,林政治,WHAYU,"No.326,Sec2,Kung Tao 5. Road,Hsin Chu City,Taiwan",03-6003900,vivientsao@whayu.com,www.whayu.com,上市,工業用塑膠製品製造業。電線及電纜製造業。電子零組件製造、批發、零售業。,2008/01/21
589,109/10/25,3432,台端,－ ,電子零組件業,新北市中和區中正路880號13樓,22928881,林樂堯,林樂賢,劉美惠,資材部協理,張淑真,32349988,19880524,20101230,新台幣                 10.0000元,665860000,0,0,1,富邦綜合證券股務代理部,23611300,台北市中正區許昌街17號2樓,勤業眾信聯合會計師事務所,張敬人,黃堯麟,TAI TWUN,"13F., No.880, Zhongzheng Rd.,Zhonghe Dist., Xinbei City 235, Taiwan",22255566,stock@taitwun.com,http://www.taitwun.com.tw,上市,連接器,2010/12/30
590,109/10/25,3437,榮創,－ ,光電業,新竹縣湖口鄉新竹工業區工業五路13號,70634323,方榮熙,黃郁良,方榮熙,執行長,鄭禎訓,03-5976988,19991002,20140709,新台幣                 10.0000元,1445480000,0,0,1,福邦證券股份有限公司,02-23711658,台北市中正區忠孝西路一段6號6樓,資誠聯合會計師事務所,翁世榮,張淑瓊,AOT,"No. 13, Gongye 5th. Rd., Hsinchu Industrial Park, Hukou ShiangHsinchu Hsien, Taiwan, R.O.C.",03-5973892,ir@aot.com.tw,www.aot.com.tw,上市,LED晶粒研發、製造、封裝、模組及銷售,2014/07/09
591,109/10/25,3443,創意,－ ,半導體業,新竹科學工業園區新竹市力行六路十號,16299879,曾繁城,陳超乾,錢培倫,資深副總經理暨財務長,林新洲,03-5646600,19980122,20061103,新台幣                 10.0000元,1340119110,0,0,1,中國信託商業銀行代理部,02-66365566,台北市100重慶南路一段八十三號5樓,勤業眾信聯合會計師事務所,高逸欣,黃裕峰,GUC,"No.10, Li-Hsin 6th Rd., Hsinchu Science ParkHsinchu City 300, Taiwan",03-6669809,irinfo@guc-asic.com,www.guc-asic.com,上市,一、研究、開發、生產、製造及銷售：各種應用積體電路1.嵌入式記憶體及邏輯元件。2.設計用元件資料庫。3.設計用自動化工具二、提供前述產品相關及客戶委託之技術服務。,2006/11/03
592,109/10/25,3450,聯鈞,－ ,其他電子業,新北市中和區橋安街35號10樓,12624467,鄭祝良,黃文興,梁聰明,副總經理,陳雅蘭,(02)8245-6186,20000927,20060412,新台幣                 10.0000元,1456813820,0,0,1,富邦綜合證券(股)公司股務代理部,(02)2361-1300,台北市許昌街17號2樓,勤業眾信聯合會計師事務所,陳重成,謝建新,ELASER,"10F, 35 Chiau An StreetChung Ho Dist.,New Taipei City,Taiwan.",(02)8245-3100,elaser@elaser.com.tw,http://www.elaser.com.tw,上市,光資訊產品光通訊產品微小型元件產品,2006/04/12
593,109/10/25,3454,晶睿,－ ,光電業,新北市中和區連城路192號6樓,70703897,羅永堅,廖禎祺,顧中威,品牌事業群執行副總,車俊英,(02)8245-5282,20000208,20110722,新台幣                 10.0000元,869573930,0,0,1,兆豐證券股份有限公司,(02)3393-0898,台北市忠孝東路二段95號1樓,安侯建業聯合會計師事務所,唐慈杰,施威銘,VIVOTEK,"6F,No.192, Lien Cheng Rd.,Chung-Ho , Taipei County ,Taiwan ,R.O.C.",(02)8245-5532,pr@vivotek.com,www.vivotek.com,上市,"有線無線通信機械器材製造及銷售電子零組件及電信器材製造及銷售資訊軟體,資料處理及電子資訊服務及銷售",2011/07/22
594,109/10/25,3481,群創,－ ,光電業,新竹科學工業園區苗栗縣竹南鎮科學路160號,12800225,洪進揚,楊柱祥,楊柱祥,總經理,徐立緯,037-586000,20030114,20061024,新台幣                 10.0000元,97110719770,0,0,1,福邦證券股份有限公司,02-23711658,台北市中正區忠孝西路一段6號6樓,資誠聯合會計師事務所,徐聖忠,梁華玲,INX,"No.160, Kexue Rd., Zhunan Site, Hsinchu Science ParkZhunan, Miaoli, Taiwan",037-586600,ir@innolux.com,http://www.innolux.com,上市,電子零組件製造業國際貿易業,2006/10/24
595,109/10/25,3494,誠研,－ ,電腦及週邊設備業,新北市新店區北新路三段213號9樓,70801588,黃健華,黃健華,馮竹健,總經理特助,黃冠智,(02)2912-6268,20010209,20071213,新台幣                 10.0000元,1794506340,0,0,1,凱基證券股務代理部,(02)2314-8800,台北市重慶南路一段2號4樓,國富浩華聯合會計師事務所,邱繼盛,陳桂美,HiTi,"9F, No.213, Sec.3, Beixin Rd.Xindian City, Taipei County 231,Taiwan",(02)2912-6118,LIST3494@MS.TWSE.COM.TW,www.hiti.com,上市,相片印表機及週邊耗材研發批發零售之經營事務性機器設備批發零售國際貿易,2007/12/13
596,109/10/25,3501,維熹,－ ,電子零組件業,台北市內湖區新湖三路196號,80272361,吳瑞雄,吳瑞雄,游嘉德,會計協理,吳瑞聯,27911119,20020903,20070920,新台幣                 10.0000元,1182579270,0,0,1,福邦證券股份有限公司,02-23711658,台北市中正區忠孝西路一段6號6樓,資誠聯合會計師事務所,周筱姿,梁益彰,Well Shin,"No.196,Xinhu 3rd,Neihu 114 Taipei, Taiwan",27919901,ws_ir@wellshin.com.tw,www.wellshin.com.tw,上市,電子、資訊、電機及電器類電源線組插座、插頭、轉接頭、組合式插頭其他,2007/09/20
597,109/10/25,3504,揚明光,－ ,光電業,新竹科學園區新安路7號,12800061,黃經洲,徐誌鴻,張雅容,財務長,李育敏,(03)6206789,20020218,20070126,新台幣                 10.0000元,1140597850,0,0,1,台新國際商業銀行股務代理部,(02)2504-8125,台北市建國北路一段96號地下一樓,安永聯合會計師事務所,許新民,陳智忠,Young Optics,"No. 7, Hsin-Ann Rd., Hsinchu Science Park,Hsinchu, Taiwan , R.O.C.",(03)6231111,webmail@youngoptics.com,www.youngoptics.com,上市,電子零組件製造業；光學儀器製造業；其他設計業；國際貿易業研究/開發/設計/製造/銷售各式顯像或取像之光源、光學元件研究/開發/設計/製造/銷售各式顯像或取像之模組、光機引擎,2007/01/26
598,109/10/25,3515,華擎,－ ,電腦及週邊設備業,臺北市北投區中央南路二段37號2樓,80333613,童旭田,許隆倫,陳健宏,資深財務經理,李蕙如,(02)2896-5588,20020510,20071108,新台幣                 10.0000元,1206424290,0,0,1,凱基證券股份有限公司,(02)2389-2999,台北市重慶南路一段2號5樓,安永聯合會計師事務所,楊智惠,余倩如,ASROCK,"2F ., NO. 37 , Sec.2 , Jhongyang S. Rd ., Beitou DistrictTaipei City , Taiwan ( R. O. C )",(02)2893-1337,Edward9_Chen@asrock.com.tw,http://www.asrock.com.tw,上市,個人電腦主機板個人電腦主機板之零配件,2007/11/08
599,109/10/25,3518,柏騰,－ ,其他電子業,桃園市龜山區文化一路86-52號,89732154,陳在樸,王小龍,劉明怡,財務處協理,王小龍,(03)396-3518,19951020,20071128,新台幣                 10.0000元,807522300,0,0,1,台新國際商業銀行股務代理部,(02)2504-8125,台北市建國北路一段96號地下一樓,勤業眾信會計師事務所,陳慧銘,池瑞全,PT TECH.,"No.86-52, Wenhua 1st Rd., Guishan Dist., Taoyuan City 333, TaiwanTaoyuan City , Taiwan (R.O.C.)",(03)397-2255,mingi@pttech.com.tw,www.pttech.com.tw,上市,NB、手機及其他電子產品之防電磁波干擾及外觀膜處理真空濺鍍機設備,2007/11/28
600,109/10/25,3528,安馳,－ ,電子通路業,新北市汐止區新台五路一段75號21樓,12676056,李瑞西,李瑞西,徐敏芳,財務協理,譚民梨,26982526,20001226,20160518,新台幣                 10.0000元,656159660,0,0,2,日盛證券股份有限公司,25419977,台北市中山區南京東路二段85號7樓,勤業眾信聯合會計師事務所,李麗凰,陳慧銘,ANSTEK,"21F, No.75, Sec. 1, Hsin Tai Wu Rd.,Xizhi Dist.,New Taipei City,Taiwan,R.O.C",26982528,eva.hsu@anstek.com.tw,www.anstek.com.tw,上市,電腦設備安裝業電子材料批發業電腦及事務性機器設備批發業,2016/05/18
601,109/10/25,3530,晶相光,－ ,半導體業,新竹市科學工業園區力行一路10-2號4樓,27298412,何新平,何新平,簡宏亨,處長,黃淑華,03-5678986,20040524,20180716,新台幣                 10.0000元,781059000,0,0,1,群益金鼎證券(股)公司股務代理部,(02)2702-3999,106台北市大安區敦化南路二段97號地下二樓,勤業眾信聯合會計師事務所,鍾鳴遠,林政治,SOI,"4F, No.10-2, Li-Hsin 1st Rd., Hsinchu Science-Based ParkHsin-Chu, Taiwan, R.O.C.",03-5678982,ir@soinc.com.tw,www.soinc.com.tw,上市,互補金氧半導體影像感測積體電路之研究、開發、設計、生產及銷售,2018/07/16
